Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Age Group,Most_Used_Platform_trans,Addiction_Level,Stress_Level,Stress_Level_byRandomForest
455,20,Female,Undergraduate,Switzerland,2.6,Instagram,No,9.2,8,Single,2,4,18-20,1,Low,Low,Low
456,22,Male,Graduate,Turkey,4.2,TikTok,Yes,8.0,6,Single,3,7,21-22,6,Medium,Medium,Medium
457,19,Female,Undergraduate,USA,8.1,Instagram,Yes,4.2,5,In Relationship,4,9,18-20,1,High,High,High
458,21,Male,Graduate,Mexico,6.9,WhatsApp,Yes,5.3,6,Single,3,7,21-22,10,High,Medium,Medium
459,20,Female,Undergraduate,France,3.2,Instagram,No,8.8,7,In Relationship,2,5,18-20,1,Low,Low,Low
460,22,Male,Graduate,Canada,4.0,TikTok,Yes,8.2,6,Single,3,7,21-22,6,Medium,Medium,Medium
461,19,Female,Undergraduate,Spain,3.8,Instagram,Yes,8.1,6,Single,3,7,18-20,1,Medium,Medium,Medium
462,21,Male,Graduate,Denmark,2.6,Facebook,No,9.2,8,In Relationship,2,4,21-22,0,Low,Low,Low
463,20,Female,Undergraduate,Ireland,3.5,TikTok,Yes,8.4,7,Single,3,6,18-20,6,Medium,Medium,Medium
464,22,Male,Graduate,India,7.2,WhatsApp,Yes,5.1,5,In Relationship,4,8,21-22,10,High,Medium,High
465,19,Female,Undergraduate,Switzerland,2.5,Instagram,No,9.3,8,Single,2,4,18-20,1,Low,Low,Low
466,21,Male,Graduate,Turkey,4.1,Instagram,Yes,8.1,6,Single,3,7,21-22,1,Medium,Medium,Medium
467,20,Female,Undergraduate,USA,8.2,TikTok,Yes,4.1,5,In Relationship,4,9,18-20,6,High,High,High
468,22,Male,Graduate,Mexico,7.0,WhatsApp,Yes,5.2,6,Single,3,7,21-22,10,High,Medium,Medium
469,19,Female,Undergraduate,France,3.1,Instagram,No,8.9,7,In Relationship,2,5,18-20,1,Low,Low,Low
470,21,Male,Graduate,Canada,3.9,Instagram,Yes,8.3,6,Single,3,7,21-22,1,Medium,Medium,Medium
471,20,Female,Undergraduate,Spain,3.7,TikTok,Yes,8.2,6,Single,3,7,18-20,6,Medium,Medium,Medium
472,22,Male,Graduate,Denmark,2.5,Facebook,No,9.3,8,In Relationship,2,4,21-22,0,Low,Low,Low
473,19,Female,Undergraduate,Ireland,3.4,Instagram,Yes,8.5,7,Single,3,6,18-20,1,Medium,Medium,Medium
474,21,Male,Graduate,India,7.3,WhatsApp,Yes,5.0,5,In Relationship,4,8,21-22,10,High,Medium,High
475,20,Female,Undergraduate,Switzerland,2.4,Instagram,No,9.4,8,Single,2,4,18-20,1,Low,Low,Low
476,22,Male,Graduate,Turkey,4.0,TikTok,Yes,8.2,6,Single,3,7,21-22,6,Medium,Medium,Medium
477,19,Female,Undergraduate,USA,8.3,Instagram,Yes,4.0,5,In Relationship,4,9,18-20,1,High,High,High
478,21,Male,Graduate,Mexico,7.1,WhatsApp,Yes,5.1,6,Single,3,7,21-22,10,High,Medium,Medium
479,20,Female,Undergraduate,France,3.0,Instagram,No,9.0,7,In Relationship,2,5,18-20,1,Low,Low,Low
480,22,Male,Graduate,Canada,3.8,TikTok,Yes,8.4,6,Single,3,7,21-22,6,Medium,Medium,Medium
481,19,Female,Undergraduate,Spain,3.6,Instagram,Yes,8.3,6,Single,3,7,18-20,1,Medium,Medium,Medium
482,21,Male,Graduate,Denmark,2.4,Facebook,No,9.4,8,In Relationship,2,4,21-22,0,Low,Low,Low
483,20,Female,Undergraduate,Ireland,3.3,TikTok,Yes,8.6,7,Single,3,6,18-20,6,Medium,Medium,Medium
484,22,Male,Graduate,India,7.4,WhatsApp,Yes,4.9,5,In Relationship,4,8,21-22,10,High,High,High
485,19,Female,Undergraduate,Switzerland,2.3,Instagram,No,9.5,8,Single,2,4,18-20,1,Low,Low,Low
486,21,Male,Graduate,Turkey,3.9,Instagram,Yes,8.3,6,Single,3,7,21-22,1,Medium,Medium,Medium
488,22,Male,Graduate,Mexico,7.2,WhatsApp,Yes,5.0,6,Single,3,7,21-22,10,High,Medium,Medium
489,19,Female,Undergraduate,France,2.9,Instagram,No,9.1,7,In Relationship,2,5,18-20,1,Low,Low,Low
490,21,Male,Graduate,Canada,3.7,Instagram,Yes,8.5,6,Single,3,7,21-22,1,Medium,Medium,Medium
491,20,Female,Undergraduate,Spain,3.5,TikTok,Yes,8.4,6,Single,3,7,18-20,6,Medium,Medium,Medium
492,22,Male,Graduate,Denmark,2.3,Facebook,No,9.5,8,In Relationship,2,4,21-22,0,Low,Low,Low
493,19,Female,Undergraduate,Ireland,3.2,Instagram,Yes,8.7,7,Single,3,6,18-20,1,Medium,Medium,Medium
494,21,Male,Graduate,India,7.5,WhatsApp,Yes,4.8,5,In Relationship,4,8,21-22,10,High,High,High
495,20,Female,Undergraduate,Switzerland,2.2,Instagram,No,9.6,8,Single,2,4,18-20,1,Low,Low,Low
496,22,Male,Graduate,Turkey,3.8,TikTok,Yes,8.4,6,Single,3,7,21-22,6,Medium,Medium,Medium
498,21,Male,Graduate,Mexico,7.3,WhatsApp,Yes,4.9,6,Single,3,7,21-22,10,High,Medium,Medium
499,20,Female,Undergraduate,France,2.8,Instagram,No,9.2,7,In Relationship,2,5,18-20,1,Low,Low,Low
500,22,Male,Graduate,Canada,3.6,TikTok,Yes,8.6,6,Single,3,7,21-22,6,Medium,Medium,Medium
501,19,Female,Undergraduate,Brazil,6.2,WhatsApp,Yes,6.3,6,Single,3,7,18-20,10,Medium,Medium,Medium
502,21,Male,Graduate,China,4.5,WeChat,No,7.8,7,In Relationship,2,5,21-22,9,Low,Low,Low
503,20,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,8,Single,2,4,18-20,1,Low,Low,Low
504,22,Male,Graduate,New Zealand,4.7,Instagram,Yes,7.5,7,In Relationship,3,6,21-22,1,Medium,Medium,Medium
505,19,Female,Undergraduate,Singapore,5.1,TikTok,Yes,7.0,6,Single,3,7,18-20,6,Medium,Medium,Medium
506,21,Male,Graduate,Malaysia,5.5,WhatsApp,Yes,6.8,6,Single,3,7,21-22,10,Medium,Medium,Medium
507,20,Female,Undergraduate,UAE,6.5,Instagram,Yes,6.5,5,In Relationship,4,8,18-20,1,Medium,Medium,High
508,22,Male,Graduate,Poland,4.2,Facebook,No,7.9,7,Single,2,5,21-22,0,Low,Low,Low
509,19,Female,Undergraduate,India,6.8,WhatsApp,Yes,6.0,5,In Relationship,4,8,18-20,10,Medium,Medium,High
510,21,Male,Graduate,Canada,4.8,Instagram,Yes,7.4,7,Single,3,6,21-22,1,Medium,Medium,Medium
511,20,Female,Undergraduate,Brazil,6.1,Instagram,Yes,6.4,6,Single,3,7,18-20,1,Medium,Medium,Medium
512,22,Male,Graduate,China,4.4,WeChat,No,7.9,7,In Relationship,2,5,21-22,9,Low,Low,Low
513,19,Female,Undergraduate,Netherlands,3.7,TikTok,No,8.3,8,Single,2,4,18-20,6,Low,Low,Low
514,21,Male,Graduate,New Zealand,4.6,Instagram,Yes,7.6,7,In Relationship,3,6,21-22,1,Medium,Medium,Medium
515,20,Female,Undergraduate,Singapore,5.2,TikTok,Yes,6.9,6,Single,3,7,18-20,6,Medium,Medium,Medium
516,22,Male,Graduate,Malaysia,5.6,WhatsApp,Yes,6.7,6,Single,3,7,21-22,10,Medium,Medium,Medium
517,19,Female,Undergraduate,UAE,6.6,Instagram,Yes,6.4,5,In Relationship,4,8,18-20,1,Medium,Medium,High
518,21,Male,Graduate,Poland,4.1,Facebook,No,8.0,7,Single,2,5,21-22,0,Low,Low,Low
519,20,Female,Undergraduate,India,6.9,WhatsApp,Yes,5.9,5,In Relationship,4,8,18-20,10,Medium,Medium,High
520,22,Male,Graduate,Canada,4.7,TikTok,Yes,7.5,7,Single,3,6,21-22,6,Medium,Medium,Medium
521,19,Female,Undergraduate,Brazil,6.0,WhatsApp,Yes,6.5,6,Single,3,7,18-20,10,Medium,Medium,Medium
522,21,Male,Graduate,China,4.3,WeChat,No,8.0,7,In Relationship,2,5,21-22,9,Low,Low,Low
523,20,Female,Undergraduate,Netherlands,3.6,Instagram,No,8.4,8,Single,2,4,18-20,1,Low,Low,Low
524,22,Male,Graduate,New Zealand,4.5,Facebook,Yes,7.7,7,In Relationship,3,6,21-22,0,Medium,Medium,Medium
525,19,Female,Undergraduate,Singapore,5.3,TikTok,Yes,6.8,6,Single,3,7,18-20,6,Medium,Medium,Medium
526,21,Male,Graduate,Malaysia,5.7,WhatsApp,Yes,6.6,6,Single,3,7,21-22,10,Medium,Medium,Medium
527,20,Female,Undergraduate,UAE,6.7,Instagram,Yes,6.3,5,In Relationship,4,8,18-20,1,Medium,Medium,High
528,22,Male,Graduate,Poland,4.0,Facebook,No,8.1,7,Single,2,5,21-22,0,Low,Low,Low
529,19,Female,Undergraduate,India,7.0,WhatsApp,Yes,5.8,5,In Relationship,4,8,18-20,10,Medium,Medium,High
530,21,Male,Graduate,Canada,4.6,Instagram,Yes,7.6,7,Single,3,6,21-22,1,Medium,Medium,Medium
531,20,Female,Undergraduate,Brazil,5.9,TikTok,Yes,6.6,6,Single,3,7,18-20,6,Medium,Medium,Medium
532,22,Male,Graduate,China,4.2,WeChat,No,8.1,7,In Relationship,2,5,21-22,9,Low,Low,Low
533,19,Female,Undergraduate,Netherlands,3.5,Instagram,No,8.5,8,Single,2,4,18-20,1,Low,Low,Low
534,21,Male,Graduate,New Zealand,4.4,Facebook,Yes,7.8,7,In Relationship,3,6,21-22,0,Medium,Medium,Medium
535,20,Female,Undergraduate,Singapore,5.4,TikTok,Yes,6.7,6,Single,3,7,18-20,6,Medium,Medium,Medium
536,22,Male,Graduate,Malaysia,5.8,WhatsApp,Yes,6.5,6,Single,3,7,21-22,10,Medium,Medium,Medium
537,19,Female,Undergraduate,UAE,6.8,Instagram,Yes,6.2,5,In Relationship,4,8,18-20,1,Medium,Medium,High
538,21,Male,Graduate,Poland,3.9,Facebook,No,8.2,7,Single,2,5,21-22,0,Low,Low,Low
539,20,Female,Undergraduate,India,7.1,WhatsApp,Yes,5.7,5,In Relationship,4,8,18-20,10,Medium,Medium,High
540,22,Male,Graduate,Canada,4.5,TikTok,Yes,7.7,7,Single,3,6,21-22,6,Medium,Medium,Medium
541,19,Female,Undergraduate,Brazil,5.8,WhatsApp,Yes,6.7,6,Single,3,7,18-20,10,Medium,Medium,Medium
542,21,Male,Graduate,China,4.1,WeChat,No,8.2,7,In Relationship,2,5,21-22,9,Low,Low,Low
543,20,Female,Undergraduate,Netherlands,3.4,Instagram,No,8.6,8,Single,2,4,18-20,1,Low,Low,Low
544,22,Male,Graduate,New Zealand,4.3,Instagram,Yes,7.9,7,In Relationship,3,6,21-22,1,Medium,Medium,Medium
545,19,Female,Undergraduate,Singapore,5.5,TikTok,Yes,6.6,6,Single,3,7,18-20,6,Medium,Medium,Medium
546,21,Male,Graduate,Malaysia,5.9,WhatsApp,Yes,6.4,6,Single,3,7,21-22,10,Medium,Medium,Medium
547,20,Female,Undergraduate,UAE,6.9,Instagram,Yes,6.1,5,In Relationship,4,8,18-20,1,Medium,Medium,High
548,22,Male,Graduate,Poland,3.8,Facebook,No,8.3,7,Single,2,5,21-22,0,Low,Low,Low
549,19,Female,Undergraduate,India,7.2,WhatsApp,Yes,5.6,5,In Relationship,4,8,18-20,10,Medium,Medium,High
550,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3,6,21-22,1,Medium,Medium,Medium
551,20,Female,Undergraduate,Brazil,5.7,TikTok,Yes,6.8,6,Single,3,7,18-20,6,Medium,Medium,Medium
552,22,Male,Graduate,China,4.0,WeChat,No,8.3,7,In Relationship,2,5,21-22,9,Low,Low,Low
553,19,Female,Undergraduate,Netherlands,3.3,Instagram,No,8.7,8,Single,2,4,18-20,1,Low,Low,Low
554,21,Male,Graduate,New Zealand,4.2,Facebook,Yes,8.0,7,In Relationship,3,6,21-22,0,Medium,Medium,Medium
555,20,Female,Undergraduate,Singapore,5.6,TikTok,Yes,6.5,6,Single,3,7,18-20,6,Medium,Medium,Medium
556,22,Male,Graduate,Malaysia,6.0,WhatsApp,Yes,6.3,6,Single,3,7,21-22,10,Medium,Medium,Medium
557,19,Female,Undergraduate,UAE,7.0,Instagram,Yes,6.0,5,In Relationship,4,8,18-20,1,Medium,Medium,High
558,21,Male,Graduate,Poland,3.7,Facebook,No,8.4,7,Single,2,5,21-22,0,Low,Low,Low
559,20,Female,Undergraduate,India,7.3,WhatsApp,Yes,5.5,5,In Relationship,4,8,18-20,10,High,Medium,High
560,22,Male,Graduate,Canada,4.3,TikTok,Yes,7.9,7,Single,3,6,21-22,6,Medium,Medium,Medium
561,19,Female,Undergraduate,Brazil,5.6,WhatsApp,Yes,6.9,6,Single,3,7,18-20,10,Medium,Medium,Medium
562,21,Male,Graduate,China,3.9,WeChat,No,8.4,7,In Relationship,2,5,21-22,9,Low,Low,Low
563,20,Female,Undergraduate,Netherlands,3.2,Instagram,No,8.8,8,Single,2,4,18-20,1,Low,Low,Low
564,22,Male,Graduate,New Zealand,4.1,Instagram,Yes,8.1,7,In Relationship,3,6,21-22,1,Medium,Medium,Medium
565,19,Female,Undergraduate,Singapore,5.7,TikTok,Yes,6.4,6,Single,3,7,18-20,6,Medium,Medium,Medium
566,21,Male,Graduate,Malaysia,6.1,WhatsApp,Yes,6.2,6,Single,3,7,21-22,10,Medium,Medium,Medium
567,20,Female,Undergraduate,UAE,7.1,Instagram,Yes,5.9,5,In Relationship,4,8,18-20,1,Medium,Medium,High
568,22,Male,Graduate,Poland,3.6,Facebook,No,8.5,7,Single,2,5,21-22,0,Low,Low,Low
569,19,Female,Undergraduate,India,7.4,WhatsApp,Yes,5.4,5,In Relationship,4,8,18-20,10,High,High,High
570,21,Male,Graduate,Canada,4.2,Instagram,Yes,8.0,7,Single,3,6,21-22,1,Medium,Medium,Medium
571,20,Female,Undergraduate,Spain,6.1,Instagram,Yes,7.2,5,Single,4,7,18-20,1,Medium,Medium,High
572,23,Male,Graduate,Denmark,3.8,Twitter,No,7.8,8,In Relationship,2,4,23-24,7,Low,Low,Low
573,19,Female,Undergraduate,Ireland,5.5,TikTok,Yes,6.8,6,Single,4,8,18-20,6,Medium,Medium,High
574,22,Male,Graduate,India,7.2,Facebook,Yes,5.9,4,Single,4,9,21-22,0,Medium,Medium,High
575,21,Female,Undergraduate,Switzerland,4.2,Instagram,No,7.5,7,In Relationship,2,5,21-22,1,Low,Low,Low
576,24,Male,Graduate,Turkey,6.8,TikTok,Yes,6.2,5,Single,4,8,23-24,6,Medium,Medium,High
577,20,Female,Undergraduate,USA,5.9,Instagram,Yes,6.7,6,In Relationship,3,7,18-20,1,Medium,Medium,Medium
578,22,Male,Graduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,21-22,0,Medium,Medium,High
579,19,Female,Undergraduate,France,4.7,Twitter,No,7.4,7,Single,2,5,18-20,7,Low,Low,Low
580,23,Male,Graduate,Canada,5.2,Instagram,Yes,7.0,6,In Relationship,3,6,23-24,1,Medium,Medium,Medium
581,21,Female,Undergraduate,UK,6.3,TikTok,Yes,6.4,5,Single,4,8,21-22,6,Medium,Medium,High
582,24,Male,Graduate,Italy,4.9,Facebook,No,7.3,7,In Relationship,2,5,23-24,0,Low,Low,Low
583,20,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,5,Single,4,8,18-20,1,Medium,Medium,High
584,22,Male,Graduate,China,5.8,WeChat,Yes,6.5,6,In Relationship,3,7,21-22,9,Medium,Medium,Medium
585,19,Female,Undergraduate,Japan,4.5,Twitter,No,7.6,8,Single,2,4,18-20,7,Low,Low,Low
586,23,Male,Graduate,Poland,6.4,Facebook,Yes,6.3,5,Single,4,8,23-24,0,Medium,Medium,High
587,21,Female,Undergraduate,Finland,4.1,Instagram,No,7.7,7,In Relationship,2,5,21-22,1,Low,Low,Low
588,24,Male,Graduate,Spain,6.6,TikTok,Yes,6.2,5,Single,4,8,23-24,6,Medium,Medium,High
589,20,Female,Undergraduate,Denmark,4.4,Instagram,No,7.4,7,In Relationship,2,5,18-20,1,Low,Low,Low
590,22,Male,Graduate,Ireland,5.7,Twitter,Yes,6.8,6,Single,3,7,21-22,7,Medium,Medium,Medium
591,19,Female,Undergraduate,India,7.0,Instagram,Yes,5.8,4,Single,4,9,18-20,1,Medium,Medium,High
592,23,Male,Graduate,Switzerland,4.3,Facebook,No,7.5,7,In Relationship,2,5,23-24,0,Low,Low,Low
593,21,Female,Undergraduate,Turkey,6.9,TikTok,Yes,6.1,5,Single,4,8,21-22,6,Medium,Medium,High
594,24,Male,Graduate,USA,5.6,Instagram,Yes,6.9,6,In Relationship,3,7,23-24,1,Medium,Medium,Medium
595,20,Female,Undergraduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,18-20,0,Medium,Medium,High
596,21,Male,Undergraduate,France,5.8,Instagram,Yes,6.7,6,Single,3,7,21-22,1,Medium,Medium,Medium
597,23,Female,Graduate,Canada,4.9,TikTok,No,7.3,7,In Relationship,2,5,23-24,6,Low,Low,Low
598,20,Male,Undergraduate,UK,6.4,Facebook,Yes,6.2,5,Single,4,8,18-20,0,Medium,Medium,High
599,22,Female,Graduate,Italy,5.1,Twitter,No,7.1,7,In Relationship,2,5,21-22,7,Low,Low,Low
600,19,Male,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,4,8,18-20,1,Medium,Medium,Medium
601,24,Female,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7,23-24,9,Medium,Medium,Medium
602,21,Male,Undergraduate,Japan,4.3,Twitter,No,7.6,8,Single,2,4,21-22,7,Low,Low,Low
603,23,Female,Graduate,Poland,6.2,Instagram,Yes,6.4,5,Single,4,8,23-24,1,Medium,Medium,High
604,20,Male,Undergraduate,Finland,4.5,Facebook,No,7.4,7,In Relationship,2,5,18-20,0,Low,Low,Low
605,22,Female,Graduate,Spain,6.3,TikTok,Yes,6.3,5,Single,4,8,21-22,6,Medium,Medium,High
606,19,Male,Undergraduate,Denmark,4.7,Instagram,No,7.2,7,In Relationship,2,5,18-20,1,Low,Low,Low
607,24,Female,Graduate,Ireland,5.9,Twitter,Yes,6.6,6,Single,3,7,23-24,7,Medium,Medium,Medium
608,21,Male,Undergraduate,India,7.1,Facebook,Yes,5.7,4,Single,4,9,21-22,0,Medium,Medium,High
609,23,Female,Graduate,Switzerland,4.4,Instagram,No,7.4,7,In Relationship,2,5,23-24,1,Low,Low,Low
610,20,Male,Undergraduate,Turkey,6.6,TikTok,Yes,6.2,5,Single,4,8,18-20,6,Medium,Medium,High
611,22,Female,Graduate,USA,5.4,Instagram,Yes,6.9,6,In Relationship,3,7,21-22,1,Medium,Medium,Medium
612,19,Male,Undergraduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,18-20,0,Medium,Medium,High
613,24,Female,Graduate,France,4.8,Twitter,No,7.3,7,In Relationship,2,5,23-24,7,Low,Low,Low
614,21,Male,Undergraduate,Canada,5.7,Instagram,Yes,6.7,6,Single,3,7,21-22,1,Medium,Medium,Medium
615,23,Female,Graduate,UK,6.1,TikTok,Yes,6.4,5,Single,4,8,23-24,6,Medium,Medium,High
616,20,Male,Undergraduate,Italy,4.6,Facebook,No,7.2,7,In Relationship,2,5,18-20,0,Low,Low,Low
617,22,Female,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,4,9,21-22,1,Medium,Medium,High
618,19,Male,Undergraduate,China,5.6,WeChat,Yes,6.8,6,In Relationship,3,7,18-20,9,Medium,Medium,Medium
619,24,Female,Graduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4,23-24,7,Low,Low,Low
620,21,Male,Undergraduate,Poland,6.3,TikTok,Yes,6.3,5,Single,4,8,21-22,6,Medium,Medium,High
621,23,Female,Graduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,23-24,1,Low,Low,Low
622,20,Male,Undergraduate,Spain,6.5,Facebook,Yes,6.2,5,Single,4,8,18-20,0,Medium,Medium,High
623,22,Female,Graduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,21-22,7,Low,Low,Low
624,19,Male,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,18-20,1,Medium,Medium,Medium
625,24,Female,Graduate,India,7.0,TikTok,Yes,5.8,4,Single,4,9,23-24,6,Medium,Medium,High
626,21,Male,Undergraduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,21-22,0,Low,Low,Low
627,23,Female,Graduate,Turkey,6.7,Instagram,Yes,6.1,5,Single,4,8,23-24,1,Medium,Medium,High
628,20,Male,Undergraduate,USA,5.5,Twitter,Yes,6.8,6,In Relationship,3,7,18-20,7,Medium,Medium,Medium
629,22,Female,Graduate,Mexico,6.4,Facebook,Yes,6.2,5,Single,4,8,21-22,0,Medium,Medium,High
630,19,Male,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,18-20,1,Low,Low,Low
631,24,Female,Graduate,Canada,5.6,TikTok,Yes,6.7,6,Single,3,7,23-24,6,Medium,Medium,Medium
632,21,Male,Undergraduate,UK,6.2,Facebook,Yes,6.3,5,Single,4,8,21-22,0,Medium,Medium,High
633,23,Female,Graduate,Italy,4.8,Twitter,No,7.1,7,In Relationship,2,5,23-24,7,Low,Low,Low
634,20,Male,Undergraduate,Russia,6.9,Instagram,Yes,5.9,4,Single,4,9,18-20,1,Medium,Medium,High
635,22,Female,Graduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,21-22,9,Medium,Medium,Medium
636,19,Male,Undergraduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4,18-20,7,Low,Low,Low
637,24,Female,Graduate,Poland,6.1,TikTok,Yes,6.4,5,Single,4,8,23-24,6,Medium,Medium,High
638,21,Male,Undergraduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,21-22,1,Low,Low,Low
639,23,Female,Graduate,Spain,6.4,Facebook,Yes,6.2,5,Single,4,8,23-24,0,Medium,Medium,High
640,20,Male,Undergraduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5,18-20,7,Low,Low,Low
641,22,Female,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,21-22,1,Medium,Medium,Medium
642,19,Male,Undergraduate,India,7.2,TikTok,Yes,5.7,4,Single,4,9,18-20,6,Medium,Medium,High
643,24,Female,Graduate,Switzerland,4.6,Facebook,No,7.2,7,In Relationship,2,5,23-24,0,Low,Low,Low
644,21,Male,Undergraduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8,21-22,1,Medium,Medium,High
645,23,Female,Graduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,23-24,7,Medium,Medium,Medium
646,22,Male,Graduate,Mexico,6.3,Facebook,Yes,6.2,5,Single,4,8,21-22,0,Medium,Medium,High
647,20,Female,Undergraduate,France,4.8,Instagram,No,7.1,7,In Relationship,2,5,18-20,1,Low,Low,Low
648,23,Male,Graduate,Canada,5.7,TikTok,Yes,6.6,6,Single,3,7,23-24,6,Medium,Medium,Medium
649,21,Female,Undergraduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8,21-22,7,Medium,Medium,High
650,24,Male,Graduate,Italy,4.7,Facebook,No,7.2,7,In Relationship,2,5,23-24,0,Low,Low,Low
651,19,Female,Undergraduate,Russia,6.8,Instagram,Yes,5.9,4,Single,4,9,18-20,1,Medium,Medium,High
652,22,Male,Graduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7,21-22,9,Medium,Medium,Medium
653,20,Female,Undergraduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,18-20,7,Low,Low,Low
654,23,Male,Graduate,Poland,6.2,TikTok,Yes,6.3,5,Single,4,8,23-24,6,Medium,Medium,High
655,21,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,21-22,1,Low,Low,Low
656,24,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,23-24,0,Medium,Medium,High
657,19,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,18-20,7,Low,Low,Low
658,22,Male,Graduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,21-22,1,Medium,Medium,Medium
659,20,Female,Undergraduate,India,7.1,TikTok,Yes,5.8,4,Single,4,9,18-20,6,Medium,Medium,High
660,23,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,23-24,0,Low,Low,Low
661,21,Female,Undergraduate,Turkey,6.7,Instagram,Yes,6.0,5,Single,4,8,21-22,1,Medium,Medium,High
662,24,Male,Graduate,USA,5.4,Twitter,Yes,6.8,6,In Relationship,3,7,23-24,7,Medium,Medium,Medium
663,19,Female,Undergraduate,Mexico,6.4,TikTok,Yes,6.2,5,Single,4,8,18-20,6,Medium,Medium,High
664,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,In Relationship,2,5,21-22,0,Low,Low,Low
665,20,Female,Undergraduate,Canada,5.6,Instagram,Yes,6.7,6,Single,3,7,18-20,1,Medium,Medium,Medium
666,23,Male,Graduate,UK,6.3,Twitter,Yes,6.2,5,Single,4,8,23-24,7,Medium,Medium,High
667,21,Female,Undergraduate,Italy,4.8,TikTok,No,7.1,7,In Relationship,2,5,21-22,6,Low,Low,Low
668,24,Male,Graduate,Russia,6.9,Instagram,Yes,5.9,4,Single,4,9,23-24,1,Medium,Medium,High
669,19,Female,Undergraduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,18-20,9,Medium,Medium,Medium
670,22,Male,Graduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4,21-22,7,Low,Low,Low
671,20,Female,Undergraduate,Poland,6.1,Facebook,Yes,6.4,5,Single,4,8,18-20,0,Medium,Medium,High
672,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,23-24,1,Low,Low,Low
673,21,Female,Undergraduate,Spain,6.4,TikTok,Yes,6.2,5,Single,4,8,21-22,6,Medium,Medium,High
674,24,Male,Graduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5,23-24,7,Low,Low,Low
675,19,Female,Undergraduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,18-20,1,Medium,Medium,Medium
676,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,Single,4,9,21-22,0,Medium,Medium,High
677,20,Female,Undergraduate,Switzerland,4.6,TikTok,No,7.2,7,In Relationship,2,5,18-20,6,Low,Low,Low
678,23,Male,Graduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8,23-24,1,Medium,Medium,High
679,21,Female,Undergraduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,21-22,7,Medium,Medium,Medium
680,24,Male,Graduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,23-24,0,Medium,Medium,High
681,19,Female,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,18-20,1,Low,Low,Low
682,22,Male,Graduate,Canada,5.8,TikTok,Yes,6.6,6,Single,3,7,21-22,6,Medium,Medium,Medium
683,20,Female,Undergraduate,UK,6.1,Twitter,Yes,6.4,5,Single,4,8,18-20,7,Medium,Medium,High
684,23,Male,Graduate,Italy,4.8,Facebook,No,7.1,7,In Relationship,2,5,23-24,0,Low,Low,Low
685,21,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,4,9,21-22,1,Medium,Medium,Medium
686,24,Male,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7,23-24,9,Medium,Medium,Medium
